,Default,Limit,Sex,Education,Marriage,Age,Debt1,Debt2,Debt3,Debt4,Debt5
1222,0,210000,Male,Graduate,Single,26,0,0,0,0,0
1223,1,150000,Female,University,Married,42,0,0,0,0,0
1224,0,20000,Male,University,Single,21,0,0,1300,0,15814
1225,1,20000,Male,High_School,Single,22,0,0,0,0,15972
1226,0,240000,Female,High_School,Married,41,-9,-5,-5,-5,-10
1227,0,500000,Female,University,Married,50,0,0,0,-22,-232
1228,1,90000,Female,University,Married,23,1269,16769,14695,13695,11741
1229,0,50000,Male,High_School,Single,46,15746,15015,26618,18735,26764
1230,1,50000,Female,University,Single,22,28120,28027,28386,48698,48570
1231,0,680000,Male,Graduate,Single,37,3969,13410,14898,15406,13388
1232,0,50000,Male,Graduate,Married,47,45424,49947,48807,46837,44974
1233,0,100000,Female,University,Married,40,0,0,326,0,0
1234,0,280000,Female,Graduate,Single,30,254408,252875,258212,253734,495260
1235,1,30000,Male,University,Single,54,0,25620,23872,24133,23067
1236,1,50000,Male,University,Single,27,714,1975,7382,7443,9116
1237,0,60000,Male,Graduate,Married,33,0,0,0,0,0
1238,1,120000,Male,University,Married,57,84091,87121,84557,113677,115580
1239,0,80000,Female,University,Married,35,396,0,0,0,0
1240,0,500000,Male,Graduate,Married,45,0,0,0,0,0
1241,0,70000,Female,High_School,Married,32,-7648,10414,11010,10400,17330
1242,0,160000,Female,University,Married,45,0,0,0,0,0
1243,1,100000,Female,High_School,Married,50,65621,64235,-31992,96973,99734
1244,0,10000,Male,High_School,Single,35,8156,9098,9363,8744,7744
1245,0,90000,Male,Graduate,Single,26,699,0,100,0,0
1246,1,170000,Male,Graduate,Married,39,86299,88018,79991,78159,73073
1247,0,90000,Female,University,Single,35,0,0,0,0,0
1248,0,180000,Female,High_School,Single,42,63898,83418,66068,56668,51256
1249,1,350000,Female,Graduate,Married,52,2400,2400,2400,2400,2400
1250,0,270000,Male,University,Single,35,-67,-76,-94,205708,211202
1251,1,200000,Female,Graduate,Single,29,0,0,18781,-2482,24563
1252,0,20000,Female,Graduate,Single,22,13449,12764,15749,14712,13699
1253,0,100000,Male,University,Single,30,30630,49010,47496,45677,43922
1254,0,290000,Male,Graduate,Married,46,50114,86992,86127,192684,188707
1255,0,70000,Male,High_School,Single,28,65793,65458,65815,65577,67308
1256,0,230000,Male,Graduate,Single,26,0,0,0,-45,0
1257,0,180000,Female,Graduate,Single,28,6124,-1621,-399,0,0
1258,0,210000,Male,Graduate,Single,33,0,0,0,0,0
1259,0,50000,Male,Graduate,Single,24,18366,17820,19535,43390,48808
1260,0,150000,Male,Graduate,Single,37,51003,48698,46103,44005,41386
1261,1,380000,Male,University,Married,50,270,32270,148174,211013,282806
1262,0,50000,Male,University,Married,44,26379,25851,25334,28859,44503
1263,1,150000,Female,High_School,Married,43,0,0,316,632,-52
1264,0,220000,Male,University,Single,29,113828,110903,108378,118028,117831
1265,0,80000,Female,Others,Single,27,41564,47778,46743,45611,44540
1266,0,220000,Female,University,Married,32,209465,205015,198355,194251,190336
1267,0,70000,Female,University,Single,34,27873,25861,26456,24289,23515
1268,1,120000,Male,University,Single,37,19143,17608,17101,16095,15680
1269,0,180000,Female,University,Single,32,24933,28052,30057,5884,15525
1270,0,50000,Female,High_School,Married,57,47656,46703,46319,45487,48190
1271,0,10000,Female,University,Others,46,6628,7984,7385,9041,9236
1272,0,370000,Female,Graduate,Married,53,9630,0,0,-200,-9
1273,0,20000,Female,Graduate,Single,26,0,0,0,0,8216
1274,0,150000,Male,University,Married,34,141557,134780,133234,130563,130726
1275,1,20000,Male,Graduate,Single,26,0,0,0,0,0
1276,0,480000,Female,University,Married,54,0,0,-5,0,-13
1277,0,50000,Male,High_School,Single,26,29580,30098,27727,26202,24649
1278,0,170000,Male,University,Single,31,27337,26790,25883,24883,23883
1279,0,400000,Female,University,Single,30,0,0,-200,-200,-200
1280,0,200000,Female,Graduate,Single,31,48896,47723,45161,40000,38000
1281,0,360000,Male,Graduate,Single,34,0,0,0,0,0
1282,0,140000,Female,Others,Single,36,94251,4587,49055,76037,79468
1283,0,260000,Male,High_School,Married,34,-103,-103,-206,0,10383
1284,0,440000,Female,University,Single,26,22054,49793,69758,75250,86949
1285,0,500000,Male,University,Married,43,7527,15026,5692,5157,6622
1286,0,230000,Female,University,Married,29,12934,15279,9607,40535,41908
1287,0,470000,Male,University,Married,41,-40,13643,20587,-57,-58
1288,1,20000,Female,High_School,Married,48,0,10400,17055,16122,14043
1289,0,210000,Female,University,Single,24,93008,91124,93663,107016,105246
1290,0,20000,Female,Graduate,Single,23,19208,18824,0,0,0
1291,0,20000,Female,High_School,Married,53,14737,14433,13821,12762,11692
1292,0,200000,Female,University,Married,34,-3193,-37,-2,-2,-2
1293,1,250000,Female,University,Single,36,0,6906,356,-10,-8
1294,0,300000,Male,University,Single,41,977,0,-10,17580,29687
1295,0,320000,Female,Graduate,Single,30,75568,74999,75227,84410,85337
1296,0,50000,Male,University,Single,29,38933,38144,38924,35363,36297
1297,0,200000,Female,University,Married,34,-12,-8,-12,-11,-7
1298,1,80000,Female,Graduate,Single,29,20003,19343,18660,17660,16660
1299,1,70000,Male,University,Married,37,3609,0,3370,3181,6659
1300,0,60000,Male,High_School,Single,36,31499,32195,35851,53610,55339
1301,1,10000,Female,High_School,Single,22,8285,8815,8639,9466,7332
1302,0,50000,Female,High_School,Single,30,23996,24752,25050,50073,47037
1303,1,140000,Male,University,Single,26,116050,113671,111398,108772,129198
1304,0,30000,Male,University,Single,25,9468,9180,8983,7886,6885
1305,0,190000,Male,University,Married,49,144141,0,0,0,0
1306,0,70000,Female,Graduate,Single,23,690,0,100,-3,0
1307,0,330000,Female,University,Married,28,-220,0,0,0,0
1308,0,110000,Female,University,Single,24,7653,9254,9761,7893,5956
1309,0,270000,Male,High_School,Married,47,176400,172872,169415,166027,162637
1310,1,160000,Male,University,Married,31,30993,28690,27841,26314,25574
1311,0,20000,Male,University,Single,24,0,0,18667,17667,18350
1312,0,320000,Male,University,Single,32,25817,24800,24241,22331,20412
1313,0,430000,Male,Graduate,Single,31,2670,32,40000,38020,29305
1314,0,50000,Female,Graduate,Married,37,4822,-4822,5647,6081,6468
1315,1,140000,Male,University,Married,48,0,0,4739,4739,0
1316,0,500000,Male,University,Married,49,0,0,0,0,0
1317,0,80000,Male,High_School,Married,45,22279,25345,26372,24686,24947
1318,0,390000,Female,Graduate,Married,34,0,0,0,0,0
1319,0,250000,Female,Graduate,Married,43,-9078,6020,17371,-3097,-24940
1320,0,390000,Female,Graduate,Single,31,-11960,0,0,-3,0
1321,0,100000,Female,Graduate,Married,35,61677,60443,59234,57841,56684
1322,0,360000,Female,Graduate,Married,42,186965,184346,174437,181586,176956
1323,0,140000,Male,Graduate,Single,36,-17,10533,12918,0,-5
1324,0,110000,Male,University,Married,51,49689,48542,47339,46140,44922
1325,0,170000,Male,High_School,Married,48,0,0,316,0,0
1326,0,170000,Male,University,Married,48,117225,117657,118913,131331,131803
1327,0,180000,Female,University,Single,25,7820,8109,6508,5508,4508
1328,0,140000,Male,University,Married,41,107958,107182,109848,108321,106079
1329,0,20000,Female,University,Married,49,19009,18629,-90,404,11324
1330,0,150000,Male,Graduate,Single,28,0,0,0,0,0
1331,0,50000,Female,University,Single,28,0,19600,19100,48000,47000
1332,1,160000,Female,University,Married,38,0,0,0,0,0
1333,0,80000,Male,University,Married,41,0,0,0,0,0
1334,1,300000,Female,High_School,Single,29,-4,-1,0,-17,-140
1335,0,60000,Female,High_School,Single,32,27651,26775,27523,26467,25429
1336,1,70000,Female,University,Single,26,46384,45598,46487,42550,41600
1337,0,290000,Female,Graduate,Single,31,65571,-2326,-154,0,0
1338,0,80000,Female,Graduate,Single,23,0,0,0,0,3177
1339,1,50000,Female,High_School,Married,53,0,0,0,0,0
1340,0,200000,Female,High_School,Single,49,-65,22996,15574,7938,-1120
1341,0,200000,Female,Graduate,Married,34,0,0,0,-241,-23
1342,1,50000,Female,Graduate,Single,22,-42,-1,0,-1,0
1343,0,20000,Female,University,Single,26,7545,8338,8849,8415,-1
1344,1,200000,Male,Graduate,Married,38,0,0,0,0,0
1345,0,120000,Female,Graduate,Single,35,79359,77765,76210,74109,75984
1346,0,220000,Female,University,Married,49,152366,155198,157974,160580,163114
1347,0,630000,Male,Graduate,Single,40,328417,321558,315021,435286,426370
1348,0,300000,Female,Graduate,Single,34,0,0,0,0,-32
1349,1,10000,Female,University,Single,49,1309,2782,4255,4728,5011
1350,0,50000,Male,University,Single,29,0,0,0,0,0
1351,1,280000,Female,Graduate,Married,39,0,0,0,0,4851
1352,0,130000,Male,Graduate,Single,30,0,6791,6455,5455,4455
1353,0,30000,Female,High_School,Married,28,12440,12521,15252,17632,17083
1354,0,50000,Female,University,Married,27,0,4012,5921,4921,9660
1355,0,70000,Female,High_School,Married,38,15268,17330,15571,14571,24308
1356,0,80000,Male,University,Single,29,44998,43915,42992,41922,40838
1357,1,20000,Female,University,Married,22,0,10562,18191,18391,16143
1358,0,390000,Male,Graduate,Married,41,178279,193671,201338,208016,238603
1359,0,470000,Female,University,Single,32,50100,10507,118364,120659,128486
1360,0,240000,Female,University,Single,30,0,0,0,0,-71
1361,0,140000,Female,Graduate,Single,29,0,0,0,0,0
1362,1,260000,Female,University,Married,37,112619,114803,237273,244949,239351
1363,0,150000,Female,Graduate,Single,25,0,0,0,0,-1
1364,0,120000,Male,Graduate,Married,46,18629,18091,17336,16736,14125
1365,0,20000,Female,University,Married,47,20015,17729,17374,16374,16072
1366,0,260000,Female,Others,Single,42,0,0,0,0,0
1367,1,50000,Male,High_School,Single,22,6467,6643,7807,21591,36739
1368,0,180000,Female,University,Single,27,124064,121554,124080,123916,121881
1369,0,310000,Female,Others,Married,35,0,0,0,0,0
1370,0,360000,Male,University,Married,44,0,0,-5,-33,-61
1371,0,180000,Female,University,Single,30,11873,12000,12000,14974,13904
1372,0,270000,Female,Graduate,Married,42,350,650,1250,1250,1250
1373,0,70000,Male,Graduate,Single,28,19960,25575,12063,63447,66711
1374,0,50000,Male,University,Single,24,0,8000,0,-28322,0
1375,0,30000,Female,High_School,Single,50,6832,0,0,0,0
1376,0,50000,Female,University,Married,54,0,1781,2269,5503,10299
1377,0,350000,Male,University,Married,37,-29,-5,-16,-62,0
1378,0,200000,Male,Graduate,Married,58,124490,122324,120201,117797,188148
1379,0,80000,Male,High_School,Single,26,73138,74397,72932,68755,69947
1380,0,60000,Female,University,Married,31,54300,55213,56243,47752,46236
1381,0,30000,Male,Graduate,Married,52,18782,18100,18395,16498,15484
1382,0,110000,Female,Graduate,Single,36,41285,40138,41720,85068,96184
1383,0,300000,Female,Graduate,Single,27,8049,81759,105303,0,0
1384,0,50000,Female,High_School,Married,22,83,0,0,22420,22329
1385,0,500000,Male,Graduate,Single,39,0,5453,0,0,0
1386,0,360000,Male,Graduate,Single,36,15918,13209,68014,-101786,-1695
1387,0,20000,Female,University,Married,39,0,0,6928,10656,7701
1388,0,220000,Male,Graduate,Married,39,114147,113310,131946,144786,51004
1389,0,20000,Female,University,Single,22,16259,15177,14582,15133,10677
1390,1,60000,Male,University,Married,37,29832,29105,28429,29210,29620
1391,0,170000,Female,Graduate,Single,30,0,578,0,0,280
1392,0,200000,Female,University,Married,26,33115,32376,32096,34336,43400
1393,0,20000,Female,Graduate,Single,23,14872,14127,13362,18271,18600
1394,0,140000,Female,High_School,Single,23,2926,37891,36999,35999,34772
1395,0,330000,Female,Graduate,Single,35,0,0,0,0,0
1396,1,180000,Female,University,Single,24,95046,98404,107345,103509,105403
1397,0,360000,Female,University,Married,35,1922,-3,0,0,1449
1398,0,20000,Male,High_School,Married,51,17256,16911,16573,15573,14573
1399,0,50000,Female,Graduate,Single,23,7737,6699,6699,21851,31159
1400,0,100000,Female,University,Married,25,4370,24639,18939,17778,18043
1401,0,30000,Male,University,Married,36,28459,27932,27373,27083,28473
1402,1,70000,Female,University,Married,44,10848,10038,8208,6361,4142
1403,0,470000,Male,Graduate,Single,33,0,0,1161,0,-30
1404,0,300000,Female,Graduate,Married,36,-27,-27,-27,-27,-54
1405,1,300000,Female,Graduate,Married,45,0,14020,22056,0,-8
1406,0,200000,Female,Graduate,Single,26,-4,-5,-10,0,0
1407,0,150000,Female,University,Married,41,78496,79674,70757,71733,73952
1408,1,220000,Female,University,Single,25,123342,121236,118266,141095,160676
1409,0,420000,Male,Graduate,Single,31,-24,-6,-5,-9,-2
1410,0,210000,Female,University,Single,45,0,0,0,0,0
1411,0,450000,Male,High_School,Married,58,-4,-4,-49,-205,-32
1412,0,30000,Male,University,Married,38,-2000,0,0,0,0
1413,0,240000,Male,University,Married,30,0,0,0,-2,0
1414,0,420000,Female,University,Single,25,104506,107271,108883,113822,22212
1415,0,60000,Female,Graduate,Single,25,37734,37715,35844,56786,55559
1416,0,30000,Female,High_School,Single,24,0,0,0,-162,0
1417,0,80000,Female,Graduate,Single,29,1204,317,317,0,0
1418,0,50000,Male,University,Single,37,48273,47396,46541,45498,46539
1419,0,230000,Male,High_School,Single,27,0,0,9800,0,0
1420,0,200000,Male,Graduate,Single,31,72200,3187,1167,4949,4877
1421,0,230000,Female,University,Single,28,9532,39352,19945,16845,11667
1422,0,130000,Female,University,Single,24,47699,47133,46578,59432,113353
1423,0,200000,Female,High_School,Single,27,0,0,0,0,0
1424,0,90000,Female,Graduate,Single,33,18097,17735,17026,15816,78993
1425,0,120000,Male,Graduate,Single,27,551,9158,-526,0,0
1426,0,200000,Male,Graduate,Single,42,0,0,0,-8,0
1427,0,20000,Female,University,Single,32,17906,18925,16321,16602,17193
1428,1,210000,Female,Graduate,Married,37,79966,78962,77199,76104,74285
1429,0,80000,Female,University,Single,44,34693,48340,48583,76725,74506
1430,0,50000,Female,Graduate,Married,29,7382,7598,9275,48196,47835
1431,1,70000,Female,University,Married,42,53597,52553,51060,50527,49775
1432,1,230000,Male,University,Single,32,169660,174294,176471,181221,180023
1433,0,20000,Male,University,Single,52,0,19940,19940,18340,17130
1434,0,30000,Male,University,Single,44,-201,-104,664,-3,19987
1435,1,100000,Male,Graduate,Single,31,36196,34142,34700,32372,32928
1436,1,80000,Female,Graduate,Single,29,74270,75284,80422,61803,77448
1437,0,210000,Male,University,Single,33,198882,194900,190981,186739,183092
1438,0,50000,Male,University,Single,54,26380,26410,26385,25768,46885
1439,0,130000,Female,University,Single,23,70569,69062,67681,121011,125032
1440,0,70000,Female,Graduate,Single,24,54366,50809,51648,51199,47650
1441,0,210000,Female,Graduate,Married,33,10760,10665,9955,12496,14946
1442,1,100000,Male,High_School,Married,44,0,0,0,0,0
1443,0,200000,Male,High_School,Others,51,0,1036,0,-24,-27
1444,1,40000,Male,Graduate,Single,24,32194,29011,28431,27412,28182
1445,0,80000,Female,University,Single,25,73444,71801,70416,66205,67930
1446,1,210000,Female,Graduate,Married,37,0,0,0,0,0
1447,0,20000,Female,University,Single,23,11662,0,-3485,0,-4582
1448,0,10000,Male,High_School,Single,34,9788,9560,9316,8316,6316
1449,1,60000,Female,High_School,Married,50,9906,16747,28195,58661,58652
1450,0,40000,Female,University,Married,25,13432,13163,12830,11798,10787
1451,1,290000,Female,Graduate,Single,33,0,0,0,0,0
1452,0,50000,Male,University,Married,54,0,0,0,0,0
1453,0,20000,Male,University,Single,25,15024,15292,13685,12524,12148
1454,0,30000,Male,University,Single,26,29800,30428,30667,30906,31105
1455,0,20000,Male,University,Married,32,19947,18899,18521,17521,16521
1456,0,50000,Female,High_School,Others,43,21049,20788,21790,22195,22591
1457,1,500000,Male,University,Married,42,6693,1924,1924,1924,-984
1458,1,90000,Female,High_School,Single,24,0,0,0,-92,0
1459,0,10000,Male,University,Single,26,8644,8471,7524,14183,4407
1460,1,50000,Female,University,Married,37,1050,1050,1050,1050,1050
1461,0,120000,Male,Graduate,Single,36,30486,27336,26752,27507,23755
1462,0,200000,Female,Graduate,Single,27,138023,141349,142586,148530,148499
1463,0,300000,Female,University,Married,50,100839,99016,106680,-4218,0
1464,0,90000,Female,University,Single,24,31354,26905,22372,18270,17184
1465,0,90000,Male,University,Married,27,46799,52423,58315,62589,68011
1466,1,140000,Female,Graduate,Single,23,0,0,0,0,0
1467,0,180000,Female,University,Married,39,0,148,0,0,0
1468,0,360000,Male,Graduate,Married,39,0,0,0,0,-256
1469,1,160000,Female,High_School,Single,29,0,0,0,0,0
1470,0,100000,Male,Graduate,Married,45,21363,18506,15613,12119,10035
1471,1,20000,Male,University,Single,21,0,0,20000,20200,15997
1472,0,360000,Male,Graduate,Married,36,127118,113969,120637,-12,11352
1473,0,230000,Male,University,Single,39,0,0,0,0,-326
1474,1,110000,Female,High_School,Single,29,105813,104852,102906,101032,99174
1475,0,210000,Male,University,Single,37,150462,149846,49214,47214,132491
1476,0,200000,Male,University,Single,26,6240,11913,11007,10341,-1140
1477,0,50000,Male,University,Single,44,8746,8571,8400,7400,17843
1478,1,210000,Female,Graduate,Single,30,0,0,0,0,0
1479,0,280000,Male,Graduate,Single,31,-7,-33,2057,-32,-32
1480,0,500000,Male,University,Married,40,157279,-12209,-45,22711,58452
1481,0,30000,Female,Graduate,Single,25,0,0,5873,4873,3873
1482,0,340000,Female,University,Married,36,102140,110371,125800,130032,148187
1483,0,360000,Male,Graduate,Single,32,0,0,0,0,0
1484,0,70000,Female,Graduate,Single,22,26084,25562,28406,27387,67005
1485,1,20000,Female,University,Others,44,1800,2400,2400,2400,2400
1486,0,230000,Male,Graduate,Single,32,38531,37500,28426,9582,37058
1487,0,60000,Male,University,Married,41,-302,11981,18537,28128,36527
1488,1,50000,Male,Graduate,Single,28,42760,42067,47447,48964,48346
1489,1,50000,Female,Graduate,Single,29,13328,13556,12422,12637,10345
1490,0,130000,Female,Others,Single,28,38833,36489,35378,33357,31256
1491,0,160000,Male,High_School,Single,52,61109,64322,70090,149932,150839
1492,0,60000,Female,High_School,Single,48,38085,37225,35988,36351,37552
1493,0,160000,Male,University,Single,43,0,0,10860,6529,-399
1494,0,180000,Female,Graduate,Single,25,83283,0,3430,0,0
1495,0,170000,Male,University,Married,36,12646,25292,37938,51184,62683
1496,1,360000,Female,University,Single,35,195180,250940,307658,350184,348546
1497,0,130000,Female,University,Married,34,36496,62642,63800,60196,58992
